Number,Player,ID_Position,School_Label,ID_Conference,ID_Race,ID_Class,Height,Height.Inches,Weight,ID_Eligibility,Formal_Stated_Major,Unknown_Undisclosed_Major,ID_Major_Type,CIPFamily,CIPFamilyTitle,CIPCode,CIPTitle,CIPDefinition,Hometown,City,ID_State.Provence.Country,Latitude,Longitude,High_School,Season,PlayerBio_URL
35,Joe Romano,CB,Notre Dame,IND,C,JR,"5'9""",69,175,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"River Forest, IL",River Forest,IL,41.811929,-87.68732,Fenwick High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/romano_joe00.html
39,Jude Rhodes,K,Notre Dame,IND,C,JR,"5'10""",70,180,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Kapsowar, KE",Kapsowar,KE,0.948567,35.508461,Nordhoff,2012-2013,http://www.und.com/sports/m-footbl/mtt/rhodes_jude00.html
67,Kevin Carr,DE,Notre Dame,IND,C,JR,"6'7""",79,325,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Nashville, TN",Nashville,TN,36.1666667,-86.7833333,Montgomery Bell Academy,2012-2013,http://www.und.com/sports/m-footbl/mtt/carr_kevin00.html
54,Kevin Walsh,LB,Notre Dame,IND,C,GR,"6'3""",75,220,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Bettendorf, IA",Bettendorf,IA,41.57048,-90.529138,Davenport Assumption High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/walsh_kevin00.html
62,Matt Tansey,OL,Notre Dame,IND,C,SR,"6'6""",78,270,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Berkeley Heights, NJ",Berkeley Heights,NJ,39.900119,-74.182918,Governor Livingston High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/tansey_matt00.html
38,Nick Fitzpatrick,WR,Notre Dame,IND,C,GR,"5'8""",68,170,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Mishawaka, IN",Mishawaka,IN,41.61536,-86.287884,Marian High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/fitzpatrick_nick00.html
55,Prince Shembo,OLB,Notre Dame,IND,AA,JR,"6'2""",74,250,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Charlotte, NC",Charlotte,NC,35.2270869,-80.8431267,Ardrey Kell High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/shembo_prince00.html
39,Ryan Liebscher,WR,Notre Dame,IND,C,JR,"5'11""",71,205,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Colorado Springs, CO",Colorado Springs,CO,38.861469,-104.857828,Cheyenne Mountain High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/liebscher_ryan00.html
49,Tyler Plantz,RB,Notre Dame,IND,AA,JR,"5'9""",69,202,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Frankfort, IL",Frankfort,IL,41.4958665,-87.8486613,Providence Catholic High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/prosise_cj00.html
36,Will Salvi,CB,Notre Dame,IND,C,GR,"5'10""",70,176,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Lake Forest, IL",Lake Forest,IL,40.754176,-88.393085,Carmel Catholic High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/salvi_will00.html
70,Zack Martin,OT,Notre Dame,IND,C,GR,"6'4""",76,304,,Undisclosed,TRUE,A,NA,NA,NA,NA,NA,"Indianapolis, IN",Indianapolis,IN,39.768403,-86.158068,Bishop Chatard High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/martin_zack00.html
3,Amir Carlisle,RB,Notre Dame,IND,AA,SO,"5'10""",70,185,,,TRUE,,NA,NA,NA,NA,NA,"Santa Clara, CA",Santa Clara,CA,37.3541079,-121.9552356,Kings Academy,2012-2013,http://www.und.com/sports/m-footbl/mtt/carlisle_amir00.html
84,Andre Smith,WR,Notre Dame,IND,AA,SO,"6'2""",74,190,,,TRUE,,NA,NA,NA,NA,NA,"Davie, FL",Davie,FL,26.0628664,-80.2331038,North Broward Prep,2012-2013,http://www.und.com/sports/m-footbl/mtt/smith_andre00.html
56,Anthony Rabasa,OLB,Notre Dame,IND,C,SO,"6'3""",75,240,,,TRUE,,NA,NA,NA,NA,NA,"Miami, FL",Miami,FL,25.7889689,-80.2264393,Columbus High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/rabasa_anthony00.html
30,Ben Councell,OLB,Notre Dame,IND,C,SO,"6'5""",77,240,,,TRUE,,NA,NA,NA,NA,NA,"Asheville, NC",Asheville,NC,35.602711,-82.567281,A.C. Reynolds High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/councell_ben00.html
18,Ben Koyack,TE,Notre Dame,IND,C,SO,"6'5""",77,253,,,TRUE,,NA,NA,NA,NA,NA,"Oil City, PA",Oil City,PA,39.875924,-77.993057,Oil City High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/koyack_ben00.html
34,C.J. Prosise,S,Notre Dame,IND,AA,FR,"6'2""",74,208,,,TRUE,,NA,NA,NA,NA,NA,"Petersburg, VA",Petersburg,VA,37.227928,-77.401927,Woodberry Forest School High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/prosise_cj00.html
17,Charlie Fiessinger,QB,Notre Dame,IND,C,SO,"6'1""",73,185,,,TRUE,,NA,NA,NA,NA,NA,"Mason, OH",Mason,OH,39.397999,-84.180906,Archbishop Moeller High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/fiessinger_charlie00.html
50,Chase Hounshell,DE,Notre Dame,IND,C,SO,"6'4""",76,275,,,TRUE,,NA,NA,NA,NA,NA,"Kirtland, OH",Kirtland,OH,41.354945,-80.778301,Lake Catholic High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/hounshell_chase00.html
16,Chris Badger,S,Notre Dame,IND,C,FR,"6'1""",73,193,,,TRUE,,NA,NA,NA,NA,NA,"Provo, UT",Provo,UT,40.2338438,-111.6585337,Timpview High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/badger_chris00.html
2,Chris Brown,WR,Notre Dame,IND,C,FR,"6'2""",74,172,,,TRUE,,NA,NA,NA,NA,NA,"Hanahan, SC",Hanahan,SC,32.918507,-80.022032,Hanahan High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/brindza_kyle00.html
47,Connor Cavalaris,S,Notre Dame,IND,C,SO,"6'1""",73,194,,,TRUE,,NA,NA,NA,NA,NA,"Lake Forest, IL",Lake Forest,IL,40.754176,-88.393085,Lake Forest High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/cavalaris_connor00.html
93,Connor Little,OLB,Notre Dame,IND,C,SO,"6'3""",75,225,,,TRUE,,NA,NA,NA,NA,NA,"Lake Elmo, MN",Lake Elmo,MN,44.9957998,-92.8793768,Hill-Murray High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/little_connor00.html
65,Conor Hanratty,OG,Notre Dame,IND,C,SO,"6'5""",77,305,,,TRUE,,NA,NA,NA,NA,NA,"New Canaan, CT",New Canaan,CT,41.162209,-73.501267,New Canaan High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/hanratty_conor00.html
73,Dan Furlong,OL,Notre Dame,IND,C,FR,"6'7""",79,250,,,TRUE,,NA,NA,NA,NA,NA,"Livonia, MI",Livonia,MI,42.369351,-83.371753,Orchard Lake St. Mary's High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/furlong_dan00.html
10,DaVaris Daniels,WR,Notre Dame,IND,AA,SO,"6'2""",74,190,,,TRUE,,NA,NA,NA,NA,NA,"Vernon Hills, IL",Vernon Hills,IL,42.2194686,-87.9795187,Vernon Hills High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/daniels_davaris00.html
19,Davonte' Neal,WR,Notre Dame,IND,AA,FR,"5'9""",69,171,,,TRUE,,NA,NA,NA,NA,NA,"Scottsdale, AZ",Scottsdale,AZ,33.4941704,-111.9260519,Central High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/neal_davonte00.html
46,Eamon McOsker,S,Notre Dame,IND,C,FR,"6'1""",73,200,,,TRUE,,NA,NA,NA,NA,NA,"San Pedro, CA",San Pedro,CA,33.753088,-118.253053,Loyola High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/mcosker_eamon00.html
4,Eilar Hardy,S,Notre Dame,IND,AA,SO,"5'11""",71,185,,,TRUE,,NA,NA,NA,NA,NA,"Reynoldsburg, OH",Reynoldsburg,OH,39.951513,-82.802896,Pickerington Central High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/hardy_eilar00.html
22,Elijah Shumate,S,Notre Dame,IND,AA,FR,"6'1""",73,198,,,TRUE,,NA,NA,NA,NA,NA,"East Orange, NJ",East Orange,NJ,40.77185,-74.207039,Don Bosco Prep,2012-2013,http://www.und.com/sports/m-footbl/mtt/shumate_elijah00.html
37,Eric Lee,WR,Notre Dame,IND,C,SO,"5'9""",69,180,,,TRUE,,NA,NA,NA,NA,NA,"West Des Moines, IA",West Des Moines,IA,41.672687,-93.572173,Dowling Catholic High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/lee_eric00.html
42,Ernie Soto,S,Notre Dame,IND,C,SO,"5'9""",69,188,,,TRUE,,NA,NA,NA,NA,NA,"Davie, FL",Davie,FL,26.0628664,-80.2331038,St. Thomas Aquinas,2012-2013,http://www.und.com/sports/m-footbl/mtt/soto_ernie00.html
5,Everett Golson,QB,Notre Dame,IND,AA,SO,"6'1""",73,185,,,TRUE,,NA,NA,NA,NA,NA,"Myrtle Beach, SC",Myrtle Beach,SC,33.6890603,-78.8866943,Myrtle Beach High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/golson_everett00.html
4,George Atkinson III,RB,Notre Dame,IND,AA,SO,"6'1""",73,210,,,TRUE,,NA,NA,NA,NA,NA,"Stockton, CA",Stockton,CA,37.9577016,-121.2907796,Granada High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/atkinsoniii_george00.html
83,Gerard Martinez,WR,Notre Dame,IND,H,FR,"6'1""",73,200,,,TRUE,,NA,NA,NA,NA,NA,"Las Vegas, NV",Las Vegas,NV,36.114646,-115.172816,Cimarron Memorial High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/martinez_gerard00.html
1,Gunner Kiel,QB,Notre Dame,IND,C,FR,"6'4""",76,210,,,TRUE,,NA,NA,NA,NA,NA,"Columbus, IN",Columbus,IN,39.2014404,-85.9213796,Columbus East High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/kiel_gunner00.html
11,Ishaq Williams,OLB,Notre Dame,IND,AA,SO,"6'5""",77,255,,,TRUE,,NA,NA,NA,NA,NA,"Brooklyn, NY",Brooklyn,NY,40.65,-73.95,Lincoln High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/williams_ishaq00.html
21,Jalen Brown,CB,Notre Dame,IND,C,SO,"6'1""",73,199,,,TRUE,,NA,NA,NA,NA,NA,"Irving, TX",Irving,TX,32.8140177,-96.9488945,MacArthur High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/brown_jalen00.html
59,Jarrett Grace,LB,Notre Dame,IND,C,SO,"6'3""",75,240,,,TRUE,,NA,NA,NA,NA,NA,"Cincinnati, OH",Cincinnati,OH,39.1031182,-84.5120196,Colerain High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/grace_jarrett00.html
94,Jarron Jones,DE,Notre Dame,IND,AA,FR,"6'5""",77,299,,,TRUE,,NA,NA,NA,NA,NA,"Rochester, NY",Rochester,NY,43.16103,-77.6109219,Aquinas Institute,2012-2013,http://www.und.com/sports/m-footbl/mtt/jones_jarron00.html
38,Joe Schmidt,LB,Notre Dame,IND,C,SO,"6'1""",73,230,,,TRUE,,NA,NA,NA,NA,NA,"Orange, CA",Orange,CA,33.787795,-117.853112,Mater Dei High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/schmidt_joe00.html
31,John Turner,S,Notre Dame,IND,AA,FR,"6'2""",74,207,,,TRUE,,NA,NA,NA,NA,NA,"Indianapolis, IN",Indianapolis,IN,39.768403,-86.158068,Cathedral High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/turner_john00.html
46,Josh Anderson,WR,Notre Dame,IND,AA,FR,"5'9""",69,180,,,TRUE,,NA,NA,NA,NA,NA,"Chatsworth, CA",Chatsworth,CA,34.240837,-118.637033,Riverside Notre Dame High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/anderson_josh00.html
43,Josh Atkinson,CB,Notre Dame,IND,AA,SO,"5'11""",71,185,,,TRUE,,NA,NA,NA,NA,NA,"Stockton, CA",Stockton,CA,37.9577016,-121.2907796,Granada High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/atkinson_josh00.html
82,Justin Ferguson,WR,Notre Dame,IND,AA,FR,"6'2""",74,196,,,TRUE,,NA,NA,NA,NA,NA,"Pembroke Pines, FL",Pembroke Pines,FL,30.021079,-84.386837,Flanagan High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/ferguson_justin00.html
6,KeiVarae Russell,CB,Notre Dame,IND,AA,FR,"5'11""",71,182,,,TRUE,,NA,NA,NA,NA,NA,"Everett, WA",Everett,WA,47.9789848,-122.2020794,Mariner High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/russell_keivarae00.html
27,Kyle Brindza,K,Notre Dame,IND,C,SO,"6'1""",73,225,,,TRUE,,NA,NA,NA,NA,NA,"Canton, MI",Canton,MI,42.3086444,-83.482116,Plymouth High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/brindza_kyle00.html
75,Mark Harrell,OL,Notre Dame,IND,C,FR,"6'4""",76,287,,,TRUE,,NA,NA,NA,NA,NA,"Charlotte, NC",Charlotte,NC,35.2270869,-80.8431267,Catholic High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/harrell_mark00.html
77,Matt Hegarty,OC,Notre Dame,IND,C,SO,"6'5""",77,296,,,TRUE,,NA,NA,NA,NA,NA,"Aztec, NM",Aztec,NM,36.842198,-107.818288,Aztec High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/hegarty_matt00.html
72,Nick Martin,OL,Notre Dame,IND,C,SO,"6'4""",76,290,,,TRUE,,NA,NA,NA,NA,NA,"Indianapolis, IN",Indianapolis,IN,39.768403,-86.158068,Bishop Chatard High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/martin_nick00.html
29,Nicky Baratti,S,Notre Dame,IND,C,FR,"6'1""",73,206,,,TRUE,,NA,NA,NA,NA,NA,"Tomball, TX",Tomball,TX,30.0971621,-95.6160549,Klein Oak High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/baratti_nicky00.html
45,Romeo Okwara,OLB,Notre Dame,IND,AA,FR,"6'4""",76,239,,,TRUE,,NA,NA,NA,NA,NA,"Charlotte, NC",Charlotte,NC,35.2270869,-80.8431267,Ardrey Kell High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/okwara_romeo00.html
78,Ronnie Stanley,OT,Notre Dame,IND,AA,FR,"6'6""",78,304,,,TRUE,,NA,NA,NA,NA,NA,"Las Vegas, NV",Las Vegas,NV,36.114646,-115.172816,Bishop Gorman,2012-2013,http://www.und.com/sports/m-footbl/mtt/stanley_ronnie00.html
61,Scott Daly,LS,Notre Dame,IND,C,FR,"6'2""",74,245,,,TRUE,,NA,NA,NA,NA,NA,"Downers Grove, IL",Downers Grove,IL,41.796279,-88.012267,South High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/daly_scott00.html
91,Sheldon Day,DE,Notre Dame,IND,AA,FR,"6'2""",74,286,,,TRUE,,NA,NA,NA,NA,NA,"Indianapolis, IN",Indianapolis,IN,39.768403,-86.158068,Warren Central High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/day_sheldon00.html
7,Stephon Tuitt,DE,Notre Dame,IND,AA,SO,"6'6""",78,303,,,TRUE,,NA,NA,NA,NA,NA,"Monroe, GA",Monroe,GA,33.788322,-83.701264,Monroe High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/tuitt_stephon00.html
69,Tony Springmann,NT,Notre Dame,IND,C,SO,"6'6""",78,300,,,TRUE,,NA,NA,NA,NA,NA,"Fort Wayne, IN",Fort Wayne,IN,41.130604,-85.12886,Bishop Dwenger High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/springmann_tony00.html
85,Troy Niklas,TE,Notre Dame,IND,C,SO,"6'7""",79,260,,,TRUE,,NA,NA,NA,NA,NA,"Fullerton, CA",Fullerton,CA,33.8702923,-117.925338,Servite High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/niklas_troy00.html
32,Will Mahone,RB,Notre Dame,IND,AA,FR,"5'10""",70,211,,,TRUE,,NA,NA,NA,NA,NA,"Austintown, OH",Austintown,OH,41.101725,-80.764524,Fitch High School,2012-2013,http://www.und.com/sports/m-footbl/mtt/mahone_will00.html
